duration in sec;user;system;idle;context switch
60;1;1;98;8410
70;18;3;79;36283
80;11;7;82;73304
90;11;7;82;72799
100;11;7;82;73709
110;11;7;82;74377
120;11;7;82;73115
130;11;7;82;73905
140;11;7;82;73494
150;10;7;83;71377
160;11;7;83;72569
170;10;7;83;70705
180;10;7;83;72759
190;10;7;83;72258
200;10;7;83;72653
210;10;7;83;72284
220;11;7;83;72636
230;10;7;83;70840
240;10;7;83;71594
250;11;7;82;72937
260;10;7;83;72898
270;10;7;83;72608
280;11;7;83;72849
290;10;7;83;72565
300;10;7;83;71131
310;11;7;82;72589
320;11;7;83;72739
330;10;7;83;72694
340;11;7;83;73152
350;11;7;82;73243
360;10;6;84;67451
370;10;6;84;64895
380;10;6;84;67797
390;11;7;83;73081
400;11;7;83;72890
410;11;7;82;73685
420;11;7;82;72682
430;10;7;83;70521
440;10;7;83;72308
450;10;7;83;71884
460;11;7;83;72437
470;10;7;83;72770
480;10;7;83;71943
490;10;7;83;72417
500;10;7;83;69723
510;10;7;83;72818
520;11;7;83;72380
530;11;7;82;73254
540;11;7;83;72551
550;11;7;83;72344
560;10;7;83;70332
570;11;7;82;72171
580;11;7;83;71833
590;11;7;82;73273
600;10;7;83;71889
610;11;7;82;72404
620;11;7;83;71572
630;11;7;83;71875
640;10;7;83;71773
650;10;7;83;70390
660;11;7;83;72132
670;11;7;82;72336
680;11;7;83;72139
690;10;7;83;70190
700;10;7;83;72353
710;11;7;83;72040
720;10;7;83;70924
730;10;7;83;72299
740;11;7;82;72734
750;10;7;83;70224
760;11;7;83;72446
770;11;7;82;73439
780;11;7;82;72504
790;11;7;82;72602
800;11;7;83;72551
810;10;7;83;71957
820;10;7;83;70180
830;10;7;83;69270
840;10;7;83;69792
850;10;7;84;68881
860;10;7;83;69913
870;10;7;83;69107
880;10;6;84;68644
890;10;6;83;70040
900;10;7;83;69816
910;10;7;83;69932
920;10;6;84;68595
930;10;7;83;70546
940;10;6;83;69837
950;10;6;84;68338
960;10;7;83;70215
970;10;7;83;70001
980;10;7;83;69575
990;10;7;83;70826
1000;10;6;84;69399
1010;10;7;83;70191
1020;10;6;84;68179
1030;10;7;83;70159
1040;10;7;83;69807
1050;10;7;83;69977
1060;10;7;83;70064
1070;10;7;83;70081
1080;10;7;83;70081
1090;10;6;84;67753
1100;10;7;83;70595
1110;10;6;84;69120
1120;10;6;83;70087
1130;10;7;83;69818
1140;10;7;83;70367
1150;10;6;84;69853
1160;10;6;84;67911
