duration in sec;user;system;idle;context switch
10;1;0;99;5
60;8;2;90;20139
70;31;6;63;55771
80;32;7;61;58230
90;31;6;62;57020
100;35;7;58;62493
110;36;7;56;64091
120;35;7;58;62462
130;35;7;58;62638
140;35;7;57;62026
150;35;7;58;61866
160;35;7;58;62591
170;34;7;59;60902
180;35;7;58;62581
190;36;7;57;62748
200;35;7;58;62359
210;35;7;57;62534
220;35;7;58;61807
230;35;7;58;62535
240;34;7;59;60445
250;35;7;58;62820
260;35;7;58;62141
270;35;7;58;62487
280;35;7;58;62270
290;35;7;58;62128
300;35;7;58;61889
310;34;7;59;61472
320;35;7;58;62770
330;35;7;58;61884
340;35;7;58;62112
350;36;7;57;62726
360;34;7;58;61665
370;34;7;58;62233
380;34;7;59;60075
390;35;7;58;62473
400;35;8;58;62793
410;35;7;57;62753
420;35;7;58;62452
430;35;7;58;61868
440;34;7;58;61820
450;34;7;59;60815
460;35;7;58;61413
470;35;7;58;62383
480;34;7;58;62187
490;35;7;58;61695
500;35;7;58;62203
510;35;7;58;61594
520;34;7;58;61177
530;33;7;60;59647
540;34;7;58;62082
550;35;7;58;62429
560;35;7;58;62289
570;35;7;58;62268
580;35;7;58;62420
590;35;7;58;62494
600;33;7;59;60394
610;34;7;59;61775
620;35;7;58;62529
630;35;7;58;62110
640;35;7;58;62136
650;34;7;59;61291
660;35;7;58;61759
670;34;7;59;61209
680;35;7;58;62772
690;35;7;58;61883
700;35;7;58;61881
710;35;7;58;62490
720;34;7;59;62217
730;34;7;58;62458
740;33;7;60;60842
750;35;7;58;62307
760;33;7;60;60692
770;33;7;60;60611
780;33;7;60;60471
790;33;7;60;60837
800;34;7;60;60367
810;33;7;61;58403
820;33;7;60;60218
830;33;7;60;60444
840;33;7;60;59763
850;34;7;59;61138
860;34;7;59;60779
870;33;7;60;60424
880;33;7;60;60812
890;32;7;61;60167
900;33;7;60;60666
910;33;7;60;59812
920;33;7;60;60906
930;33;7;60;60484
940;33;7;59;60856
950;34;7;59;60667
960;32;7;61;59620
970;33;7;60;60911
980;33;7;60;60426
990;33;7;60;60535
1000;33;7;60;60387
1010;33;7;60;60602
1020;33;7;60;60322
1030;33;7;60;60091
1040;32;7;61;58681
1050;34;7;59;61082
1060;33;7;60;60745
1070;33;7;60;60794
1080;34;7;60;60604
1090;33;7;60;59967
1100;34;7;59;60538
1110;33;7;60;60109
1120;33;7;60;60217
1130;33;7;59;61164
1140;33;7;59;61115
1150;33;7;60;60831
1160;34;7;59;60461
1170;33;7;60;60708
1180;33;7;60;60377
1190;32;7;61;58620
1200;33;7;59;60758
1210;34;7;59;61163
1220;33;7;60;60656
1230;34;7;59;60858
1240;34;7;59;60641
1250;34;7;59;60675
1260;33;7;59;60595
1270;32;7;61;59047
1280;34;7;59;60513
1290;33;7;60;60336
1300;34;7;59;60936
1310;33;7;60;60157
1320;33;7;60;60538
1330;33;7;60;61054
1340;31;7;62;58568
1350;33;7;60;60262
1360;33;7;59;60941
1370;34;7;59;60457
1380;33;7;60;60080
1390;33;7;60;60854
1400;34;7;59;60886
1410;32;7;61;59252
1420;34;7;59;60700
1430;34;7;59;60199
1440;33;7;60;61033
1450;34;7;59;61024
1460;33;7;60;60513
1470;34;7;59;61223
1480;34;7;59;60239
1490;34;7;59;60261
1500;35;7;57;62449
1510;35;7;58;61785
1520;35;7;58;62666
1530;35;7;58;62331
1540;35;7;58;62439
1550;35;7;57;62462
1560;34;7;59;59806
1570;35;7;58;61673
1580;35;7;57;62983
1590;35;7;58;61810
1600;35;7;58;61540
1610;35;7;58;62273
1620;34;7;58;61799
1630;33;7;60;60276
1640;35;7;58;62208
1650;35;7;58;61749
1660;35;7;58;62123
1670;35;7;58;61745
1680;35;7;58;62311
1690;33;7;60;59890
1700;34;7;59;60565
1710;35;7;58;62529
1720;35;7;57;61782
1730;35;7;58;61964
1740;34;7;59;61693
1750;34;7;59;61595
1760;33;7;60;58920
1770;34;7;59;60882
1780;35;7;58;62260
1790;35;7;58;62051
1800;35;7;58;61763
1810;34;7;58;61846
1820;35;7;58;62007
1830;33;7;60;59546
1840;34;7;59;61268
1850;34;7;59;61578
1860;35;7;57;62575
1870;35;7;58;62429
1880;30;6;63;55983
1890;30;6;64;55987
1900;33;7;60;58585
1910;34;7;59;61388
1920;35;7;58;62031
1930;34;7;58;61569
1940;34;7;58;61808
1950;35;7;58;61756
1960;34;7;59;61523
1970;33;7;60;59270
1980;34;7;59;61276
1990;35;7;58;62050
2000;35;7;58;62067
2010;35;7;58;61773
2020;35;7;58;61714
2030;35;7;58;62836
2040;34;7;59;60686
2050;35;7;58;61816
2060;35;7;58;61729
2070;35;7;58;61176
2080;35;7;58;62734
2090;35;7;58;61169
2100;35;7;58;62072
2110;33;7;60;59229
2120;35;7;58;62089
2130;35;7;58;62542
2140;35;7;58;62096
2150;35;7;57;61862
2160;35;7;58;62375
2170;35;7;58;61993
2180;34;7;59;60426
2190;35;7;58;62020
2200;35;7;58;61551
2210;35;7;59;61091
2220;35;7;58;61483
2230;35;7;58;61744
2240;35;7;58;61566
2250;35;7;58;62006
2260;35;7;58;61070
2270;35;7;58;62606
2280;34;7;58;61543
2290;34;7;58;61814
2300;35;7;58;61812
2310;34;7;59;60753
2320;35;7;58;62128
2330;35;7;58;62152
2340;35;7;58;61295
2350;34;7;59;60998
2360;35;7;58;62102
2370;35;7;58;61939
2380;34;7;59;60562
2390;35;7;58;61971
2400;35;7;58;61819
2410;34;7;59;61356
2420;34;7;59;61012
2430;35;7;58;61468
2440;35;7;58;61994
2450;34;7;59;60353
2460;32;7;61;56796
2470;34;7;59;60909
2480;35;7;58;62038
2490;35;7;58;62264
2500;34;7;59;61154
2510;35;7;58;62328
2520;33;7;60;59385
2530;34;7;58;62180
2540;34;7;59;61241
2550;35;7;58;61797
2560;34;7;58;61449
2570;36;7;57;62477
2580;35;7;58;61892
2590;35;7;58;61775
2600;35;7;57;62074
2610;35;7;58;61801
2620;35;7;58;61739
2630;35;7;57;62233
2640;35;7;58;62406
2650;35;7;58;61936
2660;35;7;58;61861
2670;36;7;57;62252
2680;35;7;58;62675
2690;35;7;58;61904
2700;35;7;58;61382
2710;35;7;58;61925
2720;34;7;58;61513
2730;35;7;57;62326
2740;35;7;58;62046
2750;36;7;57;61984
2760;35;7;57;61673
2770;35;7;57;61878
2780;35;7;58;62671
2790;35;7;58;60705
2800;35;7;57;61872
2810;35;7;57;63626
2820;35;7;58;62464
2830;35;7;58;61517
2840;35;7;57;62781
2850;36;7;57;63085
2860;34;7;59;61070
2870;35;7;58;61974
2880;35;7;57;61796
2890;35;7;57;62992
2900;35;7;57;62158
2910;35;7;57;62309
2920;36;7;57;62908
2930;34;7;59;60688
2940;35;7;58;61835
2950;35;7;58;61955
2960;35;7;57;62425
2970;35;7;58;61866
2980;35;7;58;61853
2990;35;7;57;61886
3000;34;7;59;60822
3010;35;7;57;62754
3020;35;7;57;62877
3030;35;7;57;62331
3040;35;7;57;62481
3050;36;7;57;62393
3060;36;7;57;62211
3070;34;7;59;60440
3080;35;7;57;62420
3090;35;7;57;61972
3100;35;7;58;61935
3110;35;7;58;61499
3120;35;7;57;62954
3130;35;7;57;62606
3140;34;7;58;61299
3150;35;7;58;62141
3160;35;7;58;62310
3170;35;7;57;61824
3180;36;7;57;63046
3190;35;7;58;62411
3200;35;7;58;61968
3210;34;7;59;60418
3220;36;7;57;62373
3230;35;7;58;62039
3240;35;7;57;62721
3250;35;7;57;62145
3260;35;7;57;62079
3270;36;7;57;62514
3280;34;7;59;60194
3290;35;7;58;61946
3300;35;7;58;61133
3310;35;7;57;61759
3320;35;7;58;62524
3330;35;7;57;62045
3340;35;7;58;61434
3350;35;7;58;60962
3360;35;7;58;62246
3370;35;7;57;62252
3380;35;7;58;62232
3390;36;7;57;62006
3400;35;7;58;61825
3410;35;7;58;61643
3420;35;7;58;60764
3430;35;7;58;61250
3440;35;7;58;62067
3450;35;7;57;62179
3460;35;7;57;62284
3470;35;7;57;62754
3480;35;7;58;62103
3490;34;7;59;60663
3500;36;7;57;63031
3510;35;7;58;61881
3520;35;7;58;61538
3530;35;7;58;61755
3540;34;7;59;60307
3550;34;7;59;60854
3560;33;7;60;59325
3570;35;7;58;61309
3580;33;7;60;60683
3590;34;7;58;60722
3600;35;7;58;61278
3610;33;7;60;59908
3620;35;7;58;61255
3630;33;7;60;59263
3640;34;7;59;60493
3650;34;7;59;61211
3660;25;5;69;45702
