duration in sec;user;system;idle;context switch
10;0;0;99;3
40;11;2;86;28976
50;36;7;57;66100
60;41;8;51;73285
70;40;7;52;71187
80;42;8;51;73069
90;42;8;51;73568
100;40;8;52;72741
110;41;7;52;71241
120;40;7;52;72122
130;40;7;53;70774
140;40;7;53;71376
150;40;8;52;71558
160;40;8;52;72192
170;41;8;51;73216
180;40;8;52;71866
190;41;8;51;73163
200;40;8;52;72839
210;40;8;53;71318
220;41;7;52;71836
230;40;8;52;72611
240;41;8;52;72128
250;41;7;52;72152
260;41;8;52;72954
270;40;8;52;72764
280;40;7;53;70740
290;40;8;53;71661
300;41;8;51;72985
310;40;8;52;71933
320;40;8;52;72685
330;40;8;53;71873
340;40;7;52;71333
350;40;8;52;72583
360;40;7;53;70701
370;41;8;52;71935
380;41;8;52;72881
390;40;8;52;71638
400;40;8;52;72199
410;40;7;52;72146
420;41;8;52;72229
430;39;7;53;70397
440;40;8;52;72587
450;41;8;52;72044
460;40;7;53;71750
470;40;8;52;72707
480;40;7;53;70987
490;40;8;52;72045
500;39;7;53;70640
510;41;8;52;71836
520;40;7;53;71121
530;41;8;52;72583
540;40;8;52;71830
550;40;8;52;71382
560;40;8;52;72668
570;39;7;53;71975
580;40;8;53;71364
590;40;8;52;72884
600;40;8;52;72365
610;40;8;52;72403
620;41;8;52;71955
630;40;8;52;72792
640;39;7;54;70011
650;40;8;52;72328
660;40;8;53;71840
670;40;8;52;71654
680;40;7;53;72039
690;40;8;52;72322
700;40;8;52;72125
710;39;7;54;70625
720;40;8;52;72277
730;41;8;52;71975
740;41;8;52;72034
750;41;8;52;71876
760;41;8;52;71888
770;40;8;52;72604
780;39;8;54;70729
790;40;7;52;71757
800;40;7;53;71512
810;38;7;55;70196
820;38;7;54;70559
830;38;7;55;69513
840;39;7;54;70066
850;38;7;54;69930
860;37;7;56;68243
870;38;7;54;69904
880;39;7;54;70833
890;38;7;55;70020
900;38;7;55;69165
910;38;7;55;70106
920;38;7;55;69199
930;37;7;56;68185
940;38;7;55;70326
950;39;7;54;70047
960;38;7;54;70710
970;38;7;55;69937
980;38;7;55;69556
990;38;7;55;69908
1000;38;7;55;70356
1010;37;7;56;68951
1020;38;7;55;70673
1030;38;7;55;70849
1040;38;7;55;70206
1050;39;7;54;70902
1060;38;7;55;70389
1070;39;7;54;70953
1080;38;7;55;69559
1090;38;7;54;69909
1100;38;7;55;70619
1110;39;7;54;70114
1120;38;7;55;71020
1130;38;7;55;69852
1140;38;7;55;69766
1150;38;7;55;69969
1160;38;7;55;69505
1170;38;7;55;69932
1180;38;7;55;70097
1190;38;7;55;68595
1200;38;7;55;69389
1210;38;7;55;70100
1220;38;7;54;71697
1230;38;7;55;69817
1240;39;7;54;69905
1250;39;7;54;70277
1260;38;7;54;70692
1270;37;7;56;69834
1280;38;7;55;70391
1290;39;7;54;69814
1300;38;7;55;69863
1310;37;7;56;68796
1320;38;7;54;69644
1330;38;7;55;69720
1340;39;7;54;70115
1350;39;7;54;70384
1360;39;7;54;70672
1370;38;7;55;70588
1380;38;7;55;69490
1390;37;7;56;67945
1400;34;7;59;65704
1410;34;7;59;65026
1420;38;7;55;69444
1430;39;7;54;71656
1440;38;7;54;70247
1450;38;7;55;70066
1460;37;7;56;68644
1470;38;7;55;69814
1480;38;7;55;68939
1490;39;7;54;69171
1500;38;7;55;70573
1510;38;7;55;69740
1520;39;7;54;70640
1530;38;7;54;70501
1540;37;7;55;69527
1550;38;7;54;70545
1560;38;7;55;69959
1570;38;7;54;70955
1580;39;7;54;70688
1590;38;7;55;70412
1600;38;7;55;69644
1610;38;7;55;70633
1620;38;7;55;69192
1630;38;7;54;70213
1640;38;7;55;70220
1650;38;7;55;70139
1660;38;7;55;70140
1670;38;7;55;69844
1680;38;7;54;70341
1690;37;7;56;68158
1700;39;7;54;69708
1710;38;7;54;69521
1720;38;7;55;69438
1730;38;7;55;70254
1740;38;7;54;69491
1750;38;7;55;69968
1760;39;7;54;70137
1770;38;7;55;69221
1780;39;7;54;70513
1790;38;7;55;69429
1800;39;7;54;71033
1810;38;7;55;70234
1820;38;7;54;70734
1830;38;7;54;69615
1840;37;7;56;68893
1850;38;7;55;70844
1860;38;7;54;70457
1870;38;7;55;70726
1880;39;7;54;70318
1890;38;7;54;71409
1900;38;7;54;69823
1910;38;7;55;69740
1920;38;7;55;69574
1930;38;8;54;71325
1940;38;7;55;70067
1950;39;7;54;71047
1960;38;7;54;71327
1970;39;7;54;71270
1980;39;7;54;71426
1990;39;7;54;70388
2000;36;7;57;68139
2010;38;7;54;71686
2020;38;7;54;69570
2030;38;7;54;70207
2040;38;7;55;69925
2050;39;7;54;70494
2060;39;7;54;70768
2070;37;7;56;68663
2080;39;7;54;70829
2090;38;7;54;70420
2100;38;7;55;71045
2110;38;7;54;70886
2120;38;7;54;71743
2130;38;7;54;70386
2140;39;7;54;71007
2150;37;7;56;68661
2160;39;7;54;70408
2170;39;7;54;69630
2180;38;7;54;71205
2190;38;7;54;69927
2200;38;7;55;69740
2210;38;7;54;70942
2220;38;7;55;70217
2230;37;7;56;68652
2240;38;7;54;70183
2250;39;7;54;70709
2260;38;7;55;70671
2270;38;7;55;70097
2280;38;7;54;70557
2290;38;7;54;70452
2300;38;7;54;69857
2310;38;7;55;68754
2320;39;7;54;71796
2330;38;7;55;68856
2340;38;7;55;70797
2350;37;7;56;69426
2360;39;7;54;69920
2370;38;7;55;70038
2380;37;7;56;68190
2390;38;7;55;69912
2400;39;8;54;72021
2410;39;7;54;70365
2420;38;7;55;69366
2430;39;7;54;70514
2440;38;7;54;70467
2450;38;7;54;70582
2460;37;7;56;68581
2470;38;7;55;70341
2480;38;7;55;69724
2490;38;7;54;71011
2500;38;8;54;71143
2510;38;7;55;70018
2520;39;7;54;70901
2530;38;7;54;70271
2540;38;7;55;70225
2550;39;7;54;70781
2560;38;7;55;70178
2570;38;7;55;70268
2580;39;7;54;70751
2590;38;7;55;70846
2600;38;7;54;70973
2610;37;7;56;68639
2620;38;7;54;71169
2630;39;7;54;70159
2640;38;7;54;70487
2650;38;7;54;70415
2660;38;7;55;70309
2670;39;7;54;70587
2680;38;7;55;70936
2690;36;7;57;68894
2700;38;7;54;71476
2710;39;7;54;71613
2720;38;7;54;70472
2730;38;7;54;71261
2740;38;7;55;70640
2750;38;7;54;69918
2760;38;7;54;70339
2770;37;7;55;69949
2780;38;7;54;70114
2790;38;8;54;71501
2800;38;7;54;69435
2810;39;7;54;71108
2820;39;7;54;70756
2830;37;7;55;68585
2840;36;7;57;66848
2850;38;7;55;68815
2860;37;7;56;68090
2870;38;7;55;68326
2880;37;7;56;67876
2890;37;7;56;68522
2900;37;7;56;69248
2910;35;7;58;65989
2920;37;7;56;67873
2930;37;7;56;69044
2940;37;7;56;67436
2950;37;7;55;69110
2960;37;7;56;68037
2970;37;7;56;68312
2980;36;7;57;66088
2990;36;7;57;66537
3000;38;7;55;68073
3010;38;7;55;68356
3020;37;7;56;66921
3030;37;7;56;67413
3040;38;7;55;67966
3050;37;7;56;67229
3060;38;7;55;68743
3070;38;7;55;68994
3080;37;7;56;68052
3090;37;7;56;68195
3100;37;7;56;67428
3110;38;7;55;67841
3120;37;7;56;67380
3130;36;7;57;65564
3140;38;7;55;68845
3150;37;7;56;65835
3160;36;7;57;65517
3170;36;7;57;66810
3180;35;6;59;64065
3190;33;6;61;62068
3200;32;6;62;61564
3210;32;6;62;61762
3220;36;7;57;65496
3230;34;6;60;62865
3240;36;7;57;65910
3250;35;7;59;64183
3260;35;6;59;63198
3270;36;7;57;65595
3280;37;7;56;66398
3290;35;7;58;65238
3300;35;6;59;63588
3310;36;7;57;65098
3320;34;6;60;62371
3330;36;7;58;63734
3340;36;7;58;64628
3350;37;7;56;66055
3360;35;7;58;62875
3370;35;7;58;64647
3380;35;7;59;64430
3390;35;7;58;64857
3400;35;7;58;64840
3410;37;7;56;66486
3420;37;7;56;66518
3430;36;7;58;64408
3440;35;7;58;65659
3450;36;7;57;65383
3460;37;7;56;66771
3470;38;7;55;67951
3480;38;7;55;69053
3490;38;7;55;68321
3500;37;7;56;68801
3510;36;7;57;67541
3520;37;7;56;67318
3530;38;7;55;68141
3540;36;7;57;67510
3550;38;7;55;68462
3560;37;7;56;67541
3570;37;7;57;67775
3580;36;7;57;65727
3590;37;7;56;67594
3600;36;7;56;67258
3610;37;7;56;67796
3620;38;7;55;68117
3630;37;7;56;68424
3640;23;4;73;44273
