duration in sec;user;system;idle;context switch
10;1;0;99;6
30;4;1;94;17623
40;16;5;79;55794
50;23;6;71;73315
60;22;6;72;72316
70;22;6;71;73145
80;22;6;71;73905
90;22;6;71;73715
100;22;6;72;71082
110;22;6;72;72790
120;22;6;72;71971
130;22;6;72;73182
140;22;6;72;71143
150;22;6;72;73026
160;22;6;72;73108
170;22;6;72;72805
180;22;6;72;72983
190;22;6;72;73505
200;22;6;72;73082
210;21;6;73;71040
220;22;6;72;72724
230;22;6;72;73100
240;22;6;72;73436
250;22;6;72;74122
260;22;6;72;72748
270;22;6;72;73110
280;21;6;73;70489
290;22;6;72;73639
300;22;6;72;72598
310;22;6;72;73382
320;21;6;72;72319
330;22;6;72;72103
340;22;6;72;72732
350;21;6;73;71151
360;22;6;72;72520
370;22;6;72;73009
380;22;6;72;72394
390;22;6;72;72474
400;22;6;72;72230
410;22;6;72;72885
420;21;6;73;71060
430;22;6;72;73216
440;22;6;72;72428
450;22;6;72;72261
460;22;6;72;72849
470;21;6;73;72346
480;22;6;72;72085
490;21;6;73;71332
500;22;6;72;72866
510;22;6;72;71657
520;22;6;71;73932
530;22;6;72;72399
540;22;6;72;72589
550;22;6;72;72701
560;21;6;73;71722
570;21;6;72;72683
580;22;6;72;72527
590;22;6;72;72637
600;22;6;72;73213
610;22;6;72;72251
620;22;6;72;72399
630;21;6;73;71048
640;22;6;72;72570
650;22;6;72;72897
660;22;6;72;72361
670;22;6;72;72989
680;22;6;72;72309
690;22;6;72;72764
700;21;6;73;71898
710;22;6;72;72230
720;22;6;72;71994
730;22;6;72;73698
740;22;6;72;72108
750;22;6;72;72810
760;22;6;72;72860
770;22;6;72;72570
780;21;6;73;71658
790;22;6;72;72505
800;21;6;73;70175
810;21;6;73;70483
820;21;6;73;69466
830;21;6;73;70620
840;21;6;73;70039
850;20;6;74;68643
860;21;6;73;69502
870;21;6;73;70541
880;21;6;73;70700
890;21;6;73;69597
900;21;6;73;70015
910;21;6;73;69760
920;20;6;74;68909
930;21;6;73;68992
940;21;6;73;69751
950;21;6;73;70498
960;21;6;73;71370
970;21;6;74;69491
980;21;6;73;69657
990;21;6;73;70156
1000;20;6;74;69474
1010;21;6;73;71000
1020;21;6;74;70285
1030;21;6;73;71086
1040;21;6;73;70774
1050;21;6;73;70394
1060;21;6;72;71579
1070;21;6;73;71923
1080;20;6;74;68727
1090;21;6;73;70486
1100;21;6;73;70208
1110;21;6;73;71257
1120;20;6;74;70241
1130;21;6;73;70383
1140;21;6;73;70294
1150;21;6;74;69456
1160;21;6;73;70147
1170;21;6;73;69791
1180;21;6;73;69253
1190;21;6;73;69831
1200;21;6;73;69632
1210;21;6;73;70833
1220;21;6;73;71508
1230;21;6;73;69513
1240;21;6;73;70280
1250;21;6;73;70657
1260;21;6;73;69694
1270;21;6;73;70344
1280;21;6;73;70063
1290;21;6;73;70024
1300;20;6;74;68069
1310;21;6;73;70445
1320;21;6;73;69427
1330;21;6;73;70017
1340;21;6;73;70395
1350;21;6;73;71223
1360;21;6;73;70346
1370;21;6;73;70200
1380;20;6;74;67871
1390;19;6;75;66637
1400;19;6;76;64727
1410;20;6;74;68001
1420;21;6;73;71074
1430;21;6;73;70994
1440;21;6;73;70781
1450;21;6;74;70029
1460;21;7;72;67965
1470;21;6;74;70254
1480;21;6;73;69023
1490;21;6;73;70985
1500;21;6;73;70311
1510;21;6;73;70763
1520;21;6;73;70707
1530;21;6;74;69240
1540;21;6;73;70672
1550;21;6;73;70281
1560;21;6;73;70183
1570;21;6;73;71615
1580;21;6;73;70657
1590;21;6;73;69943
1600;21;6;73;71160
1610;20;6;74;68608
1620;21;6;73;70792
1630;21;6;73;70469
1640;21;6;73;70121
1650;21;6;73;70130
1660;21;6;73;69794
1670;22;6;73;69859
1680;21;6;73;68570
1690;21;6;74;69845
1700;21;6;73;70372
1710;21;6;73;69529
1720;21;6;73;70611
1730;21;6;74;70123
1740;21;6;73;69883
1750;21;6;73;70459
1760;21;6;73;69866
1770;21;6;73;70258
1780;21;6;73;70580
1790;21;6;73;70783
1800;21;6;73;70647
1810;21;6;73;70791
1820;21;6;73;70204
1830;21;6;73;70542
1840;20;6;74;69377
1850;21;6;73;70465
1860;21;6;73;71515
1870;21;6;73;70433
1880;21;6;73;71123
1890;21;6;73;70107
1900;21;6;73;70167
1910;21;6;74;69704
1920;21;6;73;72063
1930;21;6;73;70314
1940;21;6;73;70629
1950;21;6;73;71193
1960;21;6;73;71052
1970;21;6;73;70727
1980;21;6;73;71030
1990;20;6;74;67741
2000;21;6;73;70634
2010;21;6;73;70766
2020;21;6;73;70336
2030;21;6;73;70225
2040;21;6;73;70459
2050;21;6;73;70509
2060;21;6;73;70640
2070;21;6;74;69339
2080;21;6;73;70919
2090;21;6;73;70316
2100;21;6;73;71051
2110;21;6;73;71423
2120;21;6;73;70448
2130;21;6;73;71554
2140;21;6;73;69809
2150;21;6;73;70241
2160;21;6;73;70209
2170;21;6;73;70373
2180;21;6;73;70213
2190;21;6;73;70113
2200;21;6;73;70698
2210;22;6;72;71251
2220;20;6;74;68383
2230;21;6;73;70314
2240;21;6;73;70989
2250;21;6;73;70437
2260;21;6;73;70452
2270;21;6;73;70470
2280;21;6;73;71015
2290;21;6;73;70189
2300;20;6;74;68795
2310;21;6;73;71737
2320;21;6;73;69413
2330;21;6;73;70954
2340;21;6;73;69764
2350;21;6;73;70315
2360;20;6;74;69427
2370;21;6;73;70119
2380;20;6;74;68343
2390;21;6;73;71256
2400;21;6;73;71463
2410;21;6;73;69367
2420;21;6;73;70963
2430;21;6;73;70984
2440;21;6;73;70590
2450;20;6;74;69085
2460;21;6;73;70846
2470;21;6;73;70061
2480;21;6;73;70609
2490;21;6;73;71340
2500;21;6;73;69429
2510;21;6;73;71212
2520;21;6;73;72152
2530;21;6;74;69285
2540;21;6;73;71087
2550;21;6;73;70194
2560;21;6;73;70347
2570;21;6;73;70622
2580;21;6;73;71339
2590;21;6;73;71070
2600;21;6;74;69040
2610;21;6;73;70579
2620;21;6;73;70468
2630;21;6;73;70002
2640;21;6;73;70411
2650;21;6;73;70307
2660;21;6;73;70998
2670;21;6;73;71405
2680;20;6;74;68498
2690;21;6;73;70836
2700;21;6;73;71671
2710;21;6;73;70987
2720;21;6;73;71254
2730;21;6;73;70901
2740;21;6;73;69777
2750;21;6;73;70305
2760;20;6;74;70247
2770;21;6;73;70618
2780;21;6;73;70802
2790;21;6;73;69971
2800;21;6;73;71126
2810;21;6;73;70930
2820;21;6;73;69408
2830;21;6;74;68583
2840;20;6;74;67415
2850;21;6;73;68883
2860;20;6;74;68319
2870;20;6;74;68062
2880;20;6;74;67942
2890;20;6;74;69732
2900;20;6;74;67445
2910;20;6;75;66273
2920;21;6;74;69575
2930;20;6;74;67308
2940;21;6;73;69133
2950;21;6;74;67631
2960;20;6;74;68224
2970;20;6;75;66000
2980;21;6;74;67683
2990;21;6;73;68589
3000;21;6;73;69698
3010;21;6;73;68233
3020;20;6;74;67943
3030;21;6;73;69032
3040;21;6;73;69513
3050;20;6;74;67433
3060;21;6;73;68949
3070;21;6;74;68126
3080;21;6;73;66997
3090;20;6;74;66676
3100;21;6;73;68025
3110;20;6;74;67307
3120;20;5;75;65836
3130;21;6;74;67984
3140;20;6;74;66589
3150;20;5;75;66042
3160;20;6;75;65933
3170;19;5;75;64476
3180;18;5;76;62681
3190;18;5;77;60581
3200;18;5;77;61324
3210;19;5;75;63862
3220;20;5;75;65114
3230;19;5;75;64915
3240;20;5;75;66097
3250;19;5;76;62071
3260;20;6;74;64264
3270;20;6;74;66696
3280;20;6;74;66166
3290;20;5;75;64097
3300;20;6;74;65912
3310;19;5;75;64392
3320;20;6;75;65168
3330;20;6;74;65947
3340;20;6;74;67018
3350;19;5;75;65096
3360;20;5;75;65507
3370;19;5;75;64061
3380;20;6;75;66373
3390;19;5;76;63750
3400;20;6;74;66991
3410;20;6;74;66682
3420;19;5;75;65037
3430;20;6;75;65436
3440;20;5;75;65397
3450;20;6;74;66835
3460;20;6;74;66823
3470;21;6;73;68504
3480;21;6;73;69380
3490;21;6;73;68996
3500;20;6;74;68910
3510;20;6;75;66585
3520;20;6;74;67726
3530;20;6;74;67886
3540;21;6;74;69122
3550;21;6;73;68128
3560;20;6;74;67392
3570;20;6;75;66656
3580;20;6;74;67555
3590;21;6;74;66119
3600;20;6;74;68814
3610;21;6;74;68560
3620;20;6;74;68522
3630;18;5;78;59581
3640;2;0;98;5523
3650;0;0;99;1650
3830;1;0;99;1572
4010;0;0;99;2002
4190;0;0;99;1409
4370;0;0;99;2445
4550;1;0;99;1990
4730;0;0;99;2995
4910;1;0;99;2181
