duration in sec;user;system;idle;context switch
10;1;0;99;0
30;4;2;94;26687
40;11;6;84;75454
50;12;7;81;85877
60;12;7;81;86087
70;12;7;81;87512
80;12;7;81;86668
90;12;6;82;83734
100;12;6;82;85167
110;12;6;82;85122
120;12;6;82;84737
130;12;6;82;83850
140;12;6;82;82508
150;12;6;82;84169
160;12;6;82;84262
170;12;6;82;84981
180;12;6;81;85037
190;12;7;81;84524
200;11;6;82;82530
210;12;7;82;84552
220;12;6;82;83832
230;12;6;82;85280
240;12;6;82;83793
250;12;6;82;83303
260;12;6;82;83648
270;12;6;82;82478
280;12;7;82;83927
290;12;6;82;84383
300;12;6;82;84260
310;12;6;82;84166
320;12;7;81;85639
330;12;6;82;81915
340;12;6;82;83677
350;12;6;82;84490
360;12;7;82;84702
370;12;7;82;84642
380;12;6;82;85485
390;12;6;82;84462
400;11;6;82;81405
410;12;6;82;84640
420;12;6;82;83212
430;12;6;82;84702
440;12;6;82;84953
450;12;6;82;84125
460;11;6;82;82091
470;12;7;82;85652
480;11;6;83;81220
490;12;7;81;84839
500;11;6;82;82433
510;12;6;82;83838
520;12;6;82;83063
530;11;6;82;82962
540;12;6;82;83709
550;12;6;82;84036
560;12;7;82;85559
570;12;6;82;83761
580;12;6;82;84367
590;11;6;82;81647
600;12;6;82;83531
610;12;6;82;83696
620;11;6;82;84401
630;12;6;82;83847
640;12;6;82;84046
650;12;6;82;84752
660;11;6;83;81384
670;12;6;82;83830
680;12;6;82;84107
690;12;6;82;83809
700;12;6;82;84962
710;12;6;82;84417
720;11;6;82;81849
730;12;6;82;83338
740;11;6;82;81965
750;10;6;84;74623
760;10;6;84;76072
770;12;6;82;83177
780;11;6;83;81876
790;11;6;83;80661
800;11;6;83;82548
810;11;6;83;81544
820;12;7;81;82567
830;11;6;82;82708
840;11;6;83;82269
850;11;6;82;81712
860;11;6;83;80207
870;11;6;83;82100
880;11;6;82;82383
890;11;6;83;82229
900;11;6;82;82321
910;12;6;82;82076
920;11;6;83;80405
930;11;6;83;80186
940;11;6;83;81639
950;11;6;82;81795
960;11;6;83;81906
970;11;6;83;81835
980;11;6;83;81970
990;11;6;83;81118
1000;11;6;83;78601
1010;12;6;82;82074
1020;11;6;82;80968
1030;12;6;82;81970
1040;12;6;82;82585
1050;11;6;83;81203
1060;11;6;83;80855
1070;11;6;83;79143
1080;11;6;82;81995
1090;11;6;82;81798
1100;12;6;82;81930
1110;11;6;83;81116
1120;11;6;83;80743
1130;11;6;82;82506
1140;11;6;83;79364
1150;11;6;82;81186
1160;11;6;83;81194
1170;11;6;83;80644
1180;11;6;83;81227
1190;12;6;82;82012
1200;11;6;83;81330
1210;11;6;83;79481
1220;12;6;82;81476
1230;11;6;82;81557
1240;11;6;82;81705
1250;11;6;83;80304
1260;11;6;83;81432
1270;11;6;83;80799
1280;11;6;83;77953
1290;11;6;83;81861
1300;11;6;83;79431
1310;11;6;82;81876
1320;11;6;83;80234
1330;11;6;83;81322
1340;11;6;82;81162
1350;11;6;83;79150
1360;11;6;82;81464
1370;12;6;82;82690
1380;11;6;82;81381
1390;11;6;82;81579
1400;11;6;83;80668
1410;11;6;82;81968
1420;11;6;83;78712
1430;11;6;82;81107
1440;11;6;83;81435
1450;12;6;82;82242
1460;11;6;83;80755
1470;11;6;83;80038
1480;11;6;82;81127
1490;11;6;83;80049
1500;11;6;82;81789
1510;11;6;83;80720
1520;12;6;82;82133
1530;12;6;82;81108
1540;11;6;82;81520
1550;11;6;82;81102
1560;11;6;83;80383
1570;12;6;82;80066
1580;11;6;82;81658
1590;11;6;82;81907
1600;11;6;83;80502
1610;11;6;82;81593
1620;11;6;82;82041
1630;11;6;83;79914
1640;12;6;82;81401
1650;11;6;82;82354
1660;11;6;83;80614
1670;11;6;82;81703
1680;12;6;82;82505
1690;12;6;82;82274
1700;11;6;83;79683
1710;11;6;82;81563
1720;11;6;82;81355
1730;11;6;83;81654
1740;11;6;82;81862
1750;12;6;82;81301
1760;12;6;82;82580
1770;11;6;83;79576
1780;11;6;82;81545
1790;11;6;82;81021
1800;11;6;83;80692
1810;11;6;83;81670
1820;12;6;82;81898
1830;11;6;83;81223
1840;11;6;83;79172
1850;11;6;83;80440
1860;11;6;83;82066
1870;11;6;83;80564
1880;11;6;83;80928
1890;11;6;83;80859
1900;11;6;83;82076
1910;11;6;83;78809
1920;11;6;83;80750
1930;11;6;82;81730
1940;11;6;83;81092
1950;11;6;83;82009
1960;11;6;83;81878
1970;11;6;83;80846
1980;11;6;83;79134
1990;11;6;83;82046
2000;11;6;83;81448
2010;11;6;83;81419
2020;11;6;83;80820
2030;11;6;83;81822
2040;11;6;83;81063
2050;11;6;83;79188
2060;11;6;83;82563
2070;11;6;83;81633
2080;11;6;83;81161
2090;11;6;83;81426
2100;11;6;83;82548
2110;11;6;82;80994
2120;11;6;83;80833
2130;11;6;83;81359
2140;11;6;83;81442
2150;11;6;83;80917
2160;11;6;83;81288
2170;11;6;83;81072
2180;11;6;83;81787
2190;11;6;83;81269
2200;11;6;83;79422
2210;11;6;83;81649
2220;11;6;83;81648
2230;11;6;83;81560
2240;11;6;83;81573
2250;11;6;82;81859
2260;11;6;83;81527
2270;11;6;83;78956
2280;11;6;82;82677
2290;12;6;82;81353
2300;11;6;82;82316
2310;11;6;82;81308
2320;11;6;83;81890
2330;11;6;82;81131
2340;11;6;83;79656
2350;11;6;83;80581
2360;11;6;83;81360
2370;11;6;83;80512
2380;11;6;83;80809
2390;12;6;82;82239
2400;11;6;82;81784
2410;11;6;83;78788
2420;11;6;82;81661
2430;11;6;83;81640
2440;11;6;83;81441
2450;11;6;83;81962
2460;11;6;83;80178
2470;12;6;82;81866
2480;11;6;83;79015
2490;11;6;83;81415
2500;11;6;83;80649
2510;11;6;83;81711
2520;12;6;82;82000
2530;11;6;83;80496
2540;11;6;83;79316
2550;10;5;85;71776
2560;10;6;84;73899
2570;11;6;82;81059
2580;12;6;82;80947
2590;11;6;83;81028
2600;11;6;82;81409
2610;11;6;82;82475
2620;12;7;81;80496
2630;11;6;83;80956
2640;12;6;82;82061
2650;12;6;82;81319
2660;11;6;83;79657
2670;12;6;82;82141
2680;11;6;82;81210
2690;11;6;83;79424
2700;11;6;83;80965
2710;11;6;83;81316
2720;11;6;82;81609
2730;11;6;82;81891
2740;11;6;83;80760
2750;11;6;82;81469
2760;11;6;83;78486
2770;11;6;82;82047
2780;12;6;82;82498
2790;11;6;82;81665
2800;11;6;82;80957
2810;11;6;82;81878
2820;12;6;82;82000
2830;11;6;83;79619
2840;11;6;82;81782
2850;11;6;82;81917
2860;11;6;82;80473
2870;11;6;82;80980
2880;12;6;82;82139
2890;12;6;82;80743
2900;11;6;83;79097
2910;11;6;82;81938
2920;12;6;82;81751
2930;11;6;82;81533
2940;11;6;82;81377
2950;11;6;82;80504
2960;11;6;83;81213
2970;11;6;83;79043
2980;11;6;82;81396
2990;11;6;83;80933
3000;11;6;82;80911
3010;12;6;82;81588
3020;12;6;82;81721
3030;11;6;83;81481
3040;11;6;83;81155
3050;11;6;83;79216
3060;11;6;83;77954
3070;11;6;83;79124
3080;11;6;83;78918
3090;11;6;83;78830
3100;12;6;83;78486
3110;11;6;84;76669
3120;11;6;83;79886
3130;11;6;83;78087
3140;11;6;83;79756
3150;11;6;83;78503
3160;11;6;83;78456
3170;11;6;83;78136
3180;11;6;83;76252
3190;11;6;83;80200
3200;11;6;83;77395
3210;11;6;83;78153
3220;11;6;83;78540
3230;11;6;83;79435
3240;11;6;83;79001
3250;11;6;84;76487
3260;11;6;83;78457
3270;11;6;83;79009
3280;11;6;83;79513
3290;11;6;83;79729
3300;11;6;83;78880
3310;11;6;83;79278
3320;11;6;83;78470
3330;11;6;84;76120
3340;11;6;83;76927
3350;11;6;84;76924
3360;11;6;83;77506
3370;11;6;83;77655
3380;11;6;84;75977
3390;10;5;84;74274
3400;11;6;83;74586
3410;10;5;84;73470
3420;10;5;84;71909
3430;10;6;84;74077
3440;11;6;84;75757
3450;11;5;84;73681
3460;11;6;84;77704
3470;11;6;84;75660
3480;11;6;83;76296
3490;11;6;83;77045
3500;10;5;84;73972
3510;11;6;83;76531
3520;11;6;84;74922
3530;11;6;84;76691
3540;11;6;83;77082
3550;11;6;83;78006
3560;11;6;83;77565
3570;11;6;83;77076
3580;10;5;84;71033
3590;11;6;83;76453
3600;10;6;84;73942
3610;11;6;83;76298
3620;11;6;83;76694
3630;8;4;88;53459
3730;1;0;99;2492
