procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------ ---timestamp---
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 22055556 346232 806992    0    0     0     4    5    2  1  0 99  0  0	2014-05-11 23:18:53 CEST
 0  0      0 22055400 346232 807180    0    0     0     8  499 2029  0  0 100  0  0	2014-05-11 23:19:03 CEST
 0  0      0 22054408 346232 807320    0    0     0    67  477 1473  0  0 100  0  0	2014-05-11 23:19:13 CEST
 2  0      0 22050932 346232 807492    0    0     0    15 12395 25169  3  2 95  0  0	2014-05-11 23:19:23 CEST
 2  0      0 22049576 346232 807652    0    0     0     8 23310 60638  8  5 86  0  0	2014-05-11 23:19:33 CEST
 3  0      0 22049692 346236 807832    0    0     0    57 24493 65439  9  6 85  0  0	2014-05-11 23:19:43 CEST
 0  0      0 22048932 346236 807984    0    0     0     8 24881 66734  9  6 85  0  0	2014-05-11 23:19:53 CEST
 0  0      0 22048164 346248 808136    0    0     0    17 24328 64859  9  6 85  0  0	2014-05-11 23:20:03 CEST
 0  0      0 22048288 346252 808312    0    0     0    60 24258 65165  9  6 85  0  0	2014-05-11 23:20:13 CEST
 2  0      0 22048288 346260 808468    0    0     0    13 24113 64312  9  6 86  0  0	2014-05-11 23:20:23 CEST
 3  0      0 22047980 346260 808628    0    0     0    14 24506 65643  9  6 85  0  0	2014-05-11 23:20:33 CEST
 1  0      0 22050196 346268 808792    0    0     0    60 24257 64708  9  6 86  0  0	2014-05-11 23:20:43 CEST
 5  0      0 22050304 346276 808952    0    0     0    15 24406 64641  9  6 86  0  0	2014-05-11 23:20:53 CEST
 3  0      0 22051280 346276 809132    0    0     0     6 24145 63831  9  6 86  0  0	2014-05-11 23:21:03 CEST
 1  0      0 22050024 346280 809288    0    0     0    61 24416 64859  9  6 86  0  0	2014-05-11 23:21:13 CEST
 1  0      0 22050148 346284 809444    0    0     0     9 24604 64887  9  6 85  0  0	2014-05-11 23:21:23 CEST
 0  0      0 22050320 346284 809604    0    0     0    11 24241 64266  9  6 86  0  0	2014-05-11 23:21:33 CEST
 0  0      0 22055080 346292 803340    0    0     0   789 24320 64360  9  6 85  0  0	2014-05-11 23:21:43 CEST
 0  0      0 22054460 346300 803496    0    0     0    12 24679 65866  9  6 85  0  0	2014-05-11 23:21:53 CEST
 0  0      0 22056056 346300 803648    0    0     0     8 23714 62541  9  6 86  0  0	2014-05-11 23:22:03 CEST
 2  0      0 22053568 346308 803824    0    0     0    71 24436 64908  9  6 85  0  0	2014-05-11 23:22:13 CEST
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------ ---timestamp---
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 22055412 346312 803988    0    0     0    14 24650 65635  9  6 85  0  0	2014-05-11 23:22:23 CEST
 1  0      0 22053800 346320 804148    0    0     0    10 24568 65102  9  6 85  0  0	2014-05-11 23:22:33 CEST
 4  0      0 22052692 346320 804300    0    0     0    56 24392 64889  9  6 86  0  0	2014-05-11 23:22:43 CEST
 4  0      0 22052652 346328 804460    0    0     0    17 24465 65458  9  6 85  0  0	2014-05-11 23:22:53 CEST
 0  0      0 22053140 346336 804636    0    0     0    10 24482 64849  9  6 85  0  0	2014-05-11 23:23:03 CEST
 3  0      0 22053140 346336 804796    0    0     0    59 24309 64226  9  6 85  0  0	2014-05-11 23:23:13 CEST
 3  0      0 22053272 346340 804948    0    0     0     9 24595 65617  9  6 85  0  0	2014-05-11 23:23:23 CEST
 0  0      0 22052156 346348 805112    0    0     0    14 24177 64649  9  6 86  0  0	2014-05-11 23:23:33 CEST
 6  0      0 22053140 346348 805288    0    0     0    56 24267 64398  9  6 85  0  0	2014-05-11 23:23:43 CEST
 1  0      0 22052156 346352 805440    0    0     0    11 24399 64698  9  6 85  0  0	2014-05-11 23:23:53 CEST
 4  0      0 22052644 346360 805600    0    0     0    11 24557 65332  9  6 85  0  0	2014-05-11 23:24:03 CEST
 2  0      0 22052808 346364 805776    0    0     0    57 24242 64533  9  6 85  0  0	2014-05-11 23:24:13 CEST
 4  0      0 22051544 346364 805920    0    0     0    12 24848 67113  9  6 85  0  0	2014-05-11 23:24:23 CEST
 0  0      0 22050676 346368 806092    0    0     0    12 24967 67663  9  6 85  0  0	2014-05-11 23:24:33 CEST
 3  0      0 22050188 346376 805944    0    0     0   375 24800 66473  9  6 85  0  0	2014-05-11 23:24:43 CEST
 4  0      0 22052172 346376 806104    0    0     0    15 24856 66623  9  6 85  0  0	2014-05-11 23:24:53 CEST
 6  0      0 22053164 346388 806284    0    0     0    13 24741 66220  9  6 85  0  0	2014-05-11 23:25:03 CEST
 2  0      0 22053236 346392 806444    0    0     0    77 24842 66102  9  6 85  0  0	2014-05-11 23:25:13 CEST
 4  0      0 22053476 346400 806600    0    0     0     7 24394 64273  9  6 85  0  0	2014-05-11 23:25:23 CEST
 1  0      0 22051360 346404 806760    0    0     0    11 24878 66842  9  6 85  0  0	2014-05-11 23:25:33 CEST
 2  0      0 22050252 346408 806944    0    0     0    58 24773 67088  9  6 85  0  0	2014-05-11 23:25:43 CEST
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------ ---timestamp---
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22051592 346408 807096    0    0     0    17 25045 66668  9  6 85  0  0	2014-05-11 23:25:53 CEST
 0  0      0 22051096 346408 807244    0    0     0     8 24609 66005  9  6 85  0  0	2014-05-11 23:26:03 CEST
 3  0      0 22050708 346412 807416    0    0     0    59 24568 65553  9  6 85  0  0	2014-05-11 23:26:13 CEST
 0  0      0 22050832 346420 807564    0    0     0     8 24531 65132  9  6 85  0  0	2014-05-11 23:26:23 CEST
 1  0      0 22049188 346420 807740    0    0     0    16 24847 66694  9  6 85  0  0	2014-05-11 23:26:33 CEST
 0  0      0 22050428 346424 807896    0    0     0    59 24762 66202  9  6 85  0  0	2014-05-11 23:26:43 CEST
 1  0      0 22048444 346428 808056    0    0     0    12 24889 67185  9  6 85  0  0	2014-05-11 23:26:53 CEST
 6  0      0 22050260 346436 808240    0    0     0    12 24737 66183  9  6 85  0  0	2014-05-11 23:27:03 CEST
 1  0      0 22049384 346444 808380    0    0     0    61 25002 67167  9  6 85  0  0	2014-05-11 23:27:13 CEST
 1  0      0 22050244 346448 808564    0    0     0    12 24721 66109  9  6 85  0  0	2014-05-11 23:27:23 CEST
 2  0      0 22048300 346448 808724    0    0     0     9 24478 65561  9  6 85  0  0	2014-05-11 23:27:33 CEST
 2  0      0 22051112 346448 806836    0    0     0   264 24972 66987  9  6 84  0  0	2014-05-11 23:27:43 CEST
 7  0      0 22050360 346456 806992    0    0     0    16 24715 66073  9  6 85  0  0	2014-05-11 23:27:53 CEST
 3  0      0 22049360 346464 807144    0    0     0     9 24903 66813  9  6 85  0  0	2014-05-11 23:28:03 CEST
 0  0      0 22049648 346472 807320    0    0     0    72 24829 66342  9  6 85  0  0	2014-05-11 23:28:13 CEST
 1  0      0 22049880 346472 807468    0    0     0    13 24903 66697  9  6 85  0  0	2014-05-11 23:28:23 CEST
 0  0      0 22049748 346476 807640    0    0     0     9 24519 65411  9  6 85  0  0	2014-05-11 23:28:33 CEST
 3  0      0 22046888 346480 807792    0    0     0    59 24923 66677  9  6 85  0  0	2014-05-11 23:28:43 CEST
 3  0      0 22047260 346480 807952    0    0     0    16 24674 65422  9  6 85  0  0	2014-05-11 23:28:53 CEST
 0  0      0 22049164 346488 808120    0    0     0    13 24739 66219  9  6 85  0  0	2014-05-11 23:29:03 CEST
 3  0      0 22048420 346496 808284    0    0     0    59 24967 66712  9  6 85  0  0	2014-05-11 23:29:13 CEST
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------ ---timestamp---
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 22049412 346504 808452    0    0     0     8 24618 65086  9  6 85  0  0	2014-05-11 23:29:23 CEST
 5  0      0 22048512 346504 808608    0    0     0    14 24807 66399  9  6 85  0  0	2014-05-11 23:29:33 CEST
 0  0      0 22049380 346508 808780    0    0     0    54 24406 65309  9  6 85  0  0	2014-05-11 23:29:43 CEST
 2  0      0 22049124 346516 808936    0    0     0    12 24783 66387  9  6 85  0  0	2014-05-11 23:29:53 CEST
 2  0      0 22048744 346520 809100    0    0     0    16 24810 66726  9  6 85  0  0	2014-05-11 23:30:03 CEST
 5  0      0 22048372 346528 809280    0    0     0    61 24928 66478  9  6 85  0  0	2014-05-11 23:30:13 CEST
 4  0      0 22048116 346532 809444    0    0     0    12 24878 66735  9  6 85  0  0	2014-05-11 23:30:23 CEST
 1  0      0 22047372 346540 809600    0    0     0    17 24888 66733  9  6 85  0  0	2014-05-11 23:30:33 CEST
 2  0      0 22051420 346544 804452    0    0     0   865 24042 63514  9  6 85  0  0	2014-05-11 23:30:43 CEST
 2  0      0 22052040 346548 804612    0    0     0    22 24344 64182  9  6 85  0  0	2014-05-11 23:30:53 CEST
 4  0      0 22053776 346556 804792    0    0     0    13 24157 64127  9  6 85  0  0	2014-05-11 23:31:03 CEST
 2  0      0 22052420 346556 804948    0    0     0    66 24466 64922  9  6 85  0  0	2014-05-11 23:31:13 CEST
 8  0      0 22052296 346560 805100    0    0     0    19 24111 63903  9  6 86  0  0	2014-05-11 23:31:23 CEST
 0  0      0 22050164 346564 805264    0    0     0    12 24294 64066  9  6 85  0  0	2014-05-11 23:31:33 CEST
 3  0      0 22050908 346564 805448    0    0     0    59 24492 65540  9  6 85  0  0	2014-05-11 23:31:43 CEST
 6  0      0 22050412 346564 805600    0    0     0    14 24080 63044  9  6 86  0  0	2014-05-11 23:31:53 CEST
 0  0      0 22050492 346568 805748    0    0     0    12 24332 64412  9  6 85  0  0	2014-05-11 23:32:03 CEST
 1  0      0 22051468 346568 805924    0    0     0    56 24542 64929  9  6 85  0  0	2014-05-11 23:32:13 CEST
 0  0      0 22052444 346572 806068    0    0     0    12 24576 65557  9  6 85  0  0	2014-05-11 23:32:23 CEST
 3  0      0 22051444 346572 806244    0    0     0    15 24460 65219  9  6 85  0  0	2014-05-11 23:32:33 CEST
 3  0      0 22050172 346576 806396    0    0     0    57 24607 65397  9  6 85  0  0	2014-05-11 23:32:43 CEST
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------ ---timestamp---
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 22049800 346576 806556    0    0     0    12 24357 64712  9  6 85  0  0	2014-05-11 23:32:53 CEST
 1  0      0 22049924 346584 806736    0    0     0    13 23858 62909  9  6 86  0  0	2014-05-11 23:33:03 CEST
 0  0      0 22050172 346588 806872    0    0     0    62 24385 64426  9  6 85  0  0	2014-05-11 23:33:13 CEST
 3  0      0 22050048 346588 807048    0    0     0    11 24289 64678  9  6 85  0  0	2014-05-11 23:33:23 CEST
 1  0      0 22048180 346592 807216    0    0     0    10 24363 64583  9  6 85  0  0	2014-05-11 23:33:33 CEST
 0  0      0 22050528 346600 805316    0    0     0   259 24506 65080  9  6 85  0  0	2014-05-11 23:33:43 CEST
 1  0      0 22050536 346600 805480    0    0     0    17 24529 65067  9  6 85  0  0	2014-05-11 23:33:53 CEST
 0  0      0 22051024 346604 805632    0    0     0    11 24074 63440  9  6 85  0  0	2014-05-11 23:34:03 CEST
 5  0      0 22051040 346608 805812    0    0     0    71 24014 63132  9  6 86  0  0	2014-05-11 23:34:13 CEST
 1  0      0 22051288 346608 805968    0    0     0    14 24344 64672  9  6 85  0  0	2014-05-11 23:34:23 CEST
 1  0      0 22050500 346616 806128    0    0     0    11 24617 65012  9  6 85  0  0	2014-05-11 23:34:33 CEST
 2  0      0 22048104 346620 806284    0    0     0    59 24592 65308  9  6 85  0  0	2014-05-11 23:34:43 CEST
 2  0      0 22047808 346648 806452    0    0     0    32 23494 61078  9  6 86  0  0	2014-05-11 23:34:53 CEST
 3  0      0 22049188 346672 806628    0    0     0    18 22639 58046  8  5 87  0  0	2014-05-11 23:35:03 CEST
 1  0      0 22049780 346680 806792    0    0     0    60 23387 60413  8  5 86  0  0	2014-05-11 23:35:13 CEST
 0  0      0 22049632 346688 806952    0    0     0    30 23965 62641  9  6 86  0  0	2014-05-11 23:35:23 CEST
 2  0      0 22049592 346696 807112    0    0     0    12 24492 65447  9  6 85  0  0	2014-05-11 23:35:33 CEST
 1  0      0 22050576 346704 807292    0    0     0    61 24294 64308  9  6 85  0  0	2014-05-11 23:35:43 CEST
 3  0      0 22050940 346712 807444    0    0     0    13 24378 64473  9  6 85  0  0	2014-05-11 23:35:53 CEST
 2  0      0 21989268 346716 807600    0    0     0    11 25105 64909 10  6 84  0  0	2014-05-11 23:36:03 CEST
 0  0      0 22048944 346732 807780    0    0     0    83 24403 64442  9  6 85  0  0	2014-05-11 23:36:13 CEST
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------ ---timestamp---
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 22050368 346732 807940    0    0     0     8 24194 64090  9  6 85  0  0	2014-05-11 23:36:23 CEST
 0  0      0 22049740 346736 808100    0    0     0    18 23906 62822  9  6 86  0  0	2014-05-11 23:36:33 CEST
 4  0      0 22048880 346744 807952    0    0     0   367 24512 65131  9  6 85  0  0	2014-05-11 23:36:43 CEST
 1  0      0 22050368 346748 808108    0    0     0    19 24456 64703  9  6 85  0  0	2014-05-11 23:36:53 CEST
 3  0      0 22049724 346748 808284    0    0     0    10 24422 65287  9  6 85  0  0	2014-05-11 23:37:03 CEST
 0  0      0 22048468 346756 808440    0    0     0    72 24312 63909  9  6 85  0  0	2014-05-11 23:37:13 CEST
 4  0      0 22049212 346760 808616    0    0     0    16 24366 64718  9  6 85  0  0	2014-05-11 23:37:23 CEST
 1  0      0 22048824 346760 808760    0    0     0     6 24361 64279  9  6 85  0  0	2014-05-11 23:37:33 CEST
 0  0      0 22047948 346768 808948    0    0     0    59 24059 63164  9  6 85  0  0	2014-05-11 23:37:43 CEST
 1  0      0 22047080 346768 809100    0    0     0    13 24656 65030  9  6 85  0  0	2014-05-11 23:37:53 CEST
 4  0      0 22047320 346768 809256    0    0     0    11 24323 64200  9  6 85  0  0	2014-05-11 23:38:03 CEST
 2  0      0 22046692 346776 809420    0    0     0    62 24468 64678  9  6 85  0  0	2014-05-11 23:38:13 CEST
 1  0      0 22045948 346784 809576    0    0     0    13 24292 64216  9  6 85  0  0	2014-05-11 23:38:23 CEST
 1  0      0 22046940 346784 809744    0    0     0    10 24323 64339  9  6 85  0  0	2014-05-11 23:38:33 CEST
 2  0      0 22046444 346792 809892    0    0     0    54 24547 65114  9  6 85  0  0	2014-05-11 23:38:43 CEST
 2  0      0 22046932 346800 810064    0    0     0    10 23703 62190  8  5 86  0  0	2014-05-11 23:38:53 CEST
 0  0      0 22045652 346800 810216    0    0     0    12 24446 65233  9  6 85  0  0	2014-05-11 23:39:03 CEST
 3  0      0 22045404 346800 810396    0    0     0    60 24483 64471  9  6 85  0  0	2014-05-11 23:39:13 CEST
 1  0      0 22045032 346808 810556    0    0     0    13 24297 64293  9  6 86  0  0	2014-05-11 23:39:23 CEST
 5  0      0 22043120 346816 810708    0    0     0    17 24055 63878  9  6 85  0  0	2014-05-11 23:39:33 CEST
 4  0      0 22050732 346816 804312    0    0     0   866 24681 65790  9  6 85  0  0	2014-05-11 23:39:43 CEST
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------ ---timestamp---
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 22053856 346824 804452    0    0     0    14 24468 64764  9  6 85  0  0	2014-05-11 23:39:53 CEST
 2  0      0 22052568 346840 804640    0    0     0    16 24016 63390  9  6 86  0  0	2014-05-11 23:40:03 CEST
 2  0      0 22051452 346844 804800    0    0     0    72 24123 63746  9  6 85  0  0	2014-05-11 23:40:13 CEST
 4  0      0 22051832 346852 804948    0    0     0    16 23890 63173  9  6 86  0  0	2014-05-11 23:40:23 CEST
 5  0      0 22051608 346856 805116    0    0     0    10 23725 62250  9  5 86  0  0	2014-05-11 23:40:33 CEST
 0  0      0 22050864 346856 805268    0    0     0    60 23534 61962  9  5 86  0  0	2014-05-11 23:40:43 CEST
 2  0      0 22051656 346864 805440    0    0     0    14 23423 61243  9  5 86  0  0	2014-05-11 23:40:53 CEST
 3  0      0 22052400 346868 805592    0    0     0    10 23728 62222  8  6 86  0  0	2014-05-11 23:41:03 CEST
 0  0      0 22051928 346868 805768    0    0     0    58 23357 60484  8  5 86  0  0	2014-05-11 23:41:13 CEST
