duration in sec;user;system;idle;context switch
10;1;0;99;1
50;2;1;97;10692
60;11;4;85;44259
70;16;5;79;59765
80;16;5;79;56993
90;16;5;79;60200
100;16;5;78;64356
110;16;5;79;63307
120;16;5;79;63096
130;16;5;78;62100
140;17;6;77;62442
150;16;5;78;62807
160;16;5;78;62328
170;16;5;79;62035
180;16;5;79;63007
190;15;5;80;62948
200;16;5;79;63110
210;16;5;79;62025
220;16;5;79;62613
230;16;5;79;60375
240;16;5;79;62996
250;15;5;80;62544
260;16;5;79;62268
270;16;5;78;62645
280;15;5;80;63304
290;16;5;79;61999
300;15;5;80;61613
310;16;5;79;62878
320;16;5;79;62455
330;16;5;79;62548
340;15;5;79;63689
350;16;5;79;62587
360;16;5;79;62410
370;16;5;79;62341
380;16;5;79;60484
390;16;5;79;62753
400;15;5;79;63631
410;16;5;79;62656
420;16;5;79;61954
430;15;5;79;62169
440;16;5;79;62269
450;16;5;78;60196
460;16;5;78;62666
470;16;5;79;62104
480;16;5;79;62434
490;16;5;79;63029
500;16;5;79;61554
510;16;5;79;62230
520;16;5;78;59413
530;16;5;79;62761
540;15;5;80;62839
550;15;5;79;62328
560;15;5;80;62800
570;16;5;79;62830
580;16;5;79;62992
590;16;5;79;60605
600;16;5;79;62685
610;16;5;78;61903
620;16;5;79;63102
630;16;6;78;61859
640;16;5;78;61878
650;16;5;78;61661
660;16;5;78;61766
670;16;5;79;62812
680;16;5;78;62492
690;16;5;79;62284
700;16;5;79;62273
710;16;5;79;62774
720;16;5;79;63810
730;15;5;80;60718
740;16;5;79;62506
750;16;5;79;61276
760;16;5;79;60671
770;15;5;80;60075
780;16;5;78;61659
790;16;5;79;60757
800;16;5;79;60129
810;15;5;79;58947
820;16;5;79;60434
830;15;5;79;60371
840;15;5;79;60979
850;15;5;80;61110
860;16;5;79;60565
870;16;5;79;60950
880;16;5;79;59385
890;15;5;80;60860
900;16;5;78;60047
910;16;5;79;60705
920;16;5;79;60049
930;16;5;79;60632
940;16;5;79;60885
950;16;5;79;60558
960;15;5;80;59277
970;15;5;80;61022
980;16;5;79;60639
990;16;5;79;60355
1000;15;5;79;60605
1010;15;5;80;60776
1020;16;5;79;60053
1030;16;5;79;58929
1040;15;5;80;60416
1050;16;5;79;61156
1060;15;5;80;60267
1070;15;5;80;61729
1080;16;5;78;60039
1090;15;5;79;60763
1100;15;5;79;60835
1110;16;5;79;58707
1120;15;5;80;60667
1130;16;5;79;60838
1140;16;5;79;60443
1150;15;5;80;61416
1160;16;5;79;60002
1170;16;5;79;60863
1180;16;5;79;58282
1190;15;5;80;59859
1200;15;5;79;62167
1210;16;5;79;60533
1220;15;5;80;60136
1230;16;5;78;60882
1240;16;5;79;60010
1250;15;5;80;60700
1260;15;5;80;58841
1270;16;5;79;60955
1280;15;5;80;60596
1290;15;5;80;60420
1300;16;5;79;60884
1310;16;5;79;60554
1320;15;5;80;61077
1330;16;5;79;58657
1340;16;5;79;59857
1350;15;5;79;60905
1360;15;5;80;60367
1370;16;5;79;59993
1380;15;5;80;60822
1390;15;5;80;60818
1400;16;5;79;60891
1410;16;5;79;59840
1420;15;5;80;60580
1430;16;5;79;61137
1440;16;5;79;61242
1450;15;5;80;60780
1460;16;5;79;60590
1470;16;5;79;60651
1480;15;5;79;59053
1490;16;5;78;62999
1500;15;5;79;62339
1510;16;5;79;62994
1520;16;5;79;62566
1530;16;5;79;63289
1540;16;6;79;62393
1550;16;5;79;60295
1560;16;5;78;62673
1570;16;5;78;62910
1580;17;5;78;62429
1590;16;5;79;62177
1600;16;6;78;62329
1610;16;5;79;62721
1620;16;5;79;61154
1630;16;5;78;62161
1640;16;5;78;62500
1650;16;5;79;61539
1660;16;5;78;62056
1670;16;5;78;62522
1680;16;5;78;61694
1690;16;5;79;60417
1700;16;5;79;62703
1710;17;6;78;62654
1720;16;5;79;62129
1730;16;5;78;61929
1740;15;5;79;61976
1750;16;5;79;59542
1760;16;5;78;61656
1770;16;5;78;62665
1780;16;5;79;62424
1790;16;6;78;62886
1800;16;5;78;62706
1810;17;5;78;61671
1820;16;5;78;60540
1830;16;5;79;61732
1840;17;5;78;61802
1850;16;5;79;62654
1860;16;5;78;63336
1870;16;5;79;58750
1880;15;5;79;55705
1890;16;5;79;57626
1900;16;5;79;61010
1910;16;5;78;62276
1920;16;5;79;62615
1930;16;5;79;61792
1940;16;6;78;62983
1950;16;5;78;61189
1960;16;5;79;60913
1970;16;5;78;60310
1980;16;5;79;62637
1990;16;5;79;62084
2000;16;5;79;63307
2010;15;5;79;61623
2020;16;5;79;62889
2030;16;5;79;60728
2040;16;5;78;62621
2050;16;5;79;62200
2060;16;5;79;62104
2070;16;5;79;62196
2080;16;5;79;62109
2090;16;5;79;61338
2100;15;5;79;60257
2110;16;5;78;61694
2120;16;5;79;63119
2130;16;5;79;62690
2140;16;5;78;62567
2150;16;5;78;62246
2160;16;5;78;62369
2170;15;5;80;60799
2180;17;6;78;62517
2190;16;6;78;61043
2200;16;5;79;62223
2210;16;5;79;61421
2220;16;5;79;62231
2230;16;5;78;62788
2240;16;5;79;61517
2250;16;5;78;61627
2260;17;6;78;62112
2270;16;5;79;62583
2280;16;5;79;62017
2290;16;5;79;61640
2300;17;5;78;63268
2310;16;5;79;60896
2320;15;5;80;62557
2330;16;5;78;62786
2340;16;5;79;60936
2350;16;5;79;61946
2360;17;5;78;62688
2370;16;5;78;61901
2380;16;5;78;61535
2390;16;5;79;62052
2400;16;5;79;63004
2410;16;5;78;60863
2420;16;5;79;61765
2430;16;5;78;62629
2440;16;5;79;61169
2450;15;5;79;57323
2460;16;5;79;60444
2470;16;5;79;62081
2480;16;5;79;63193
2490;16;5;78;62713
2500;16;6;78;62032
