duration in sec;user;system;idle;context switch
10;1;0;99;2
40;3;2;95;25169
50;8;5;86;60638
60;9;6;85;65439
70;9;6;85;66734
80;9;6;85;64859
90;9;6;85;65165
100;9;6;86;64312
110;9;6;85;65643
120;9;6;86;64708
130;9;6;86;64641
140;9;6;86;63831
150;9;6;86;64859
160;9;6;85;64887
170;9;6;86;64266
180;9;6;85;64360
190;9;6;85;65866
200;9;6;86;62541
210;9;6;85;64908
220;9;6;85;65635
230;9;6;85;65102
240;9;6;86;64889
250;9;6;85;65458
260;9;6;85;64849
270;9;6;85;64226
280;9;6;85;65617
290;9;6;86;64649
300;9;6;85;64398
310;9;6;85;64698
320;9;6;85;65332
330;9;6;85;64533
340;9;6;85;67113
350;9;6;85;67663
360;9;6;85;66473
370;9;6;85;66623
380;9;6;85;66220
390;9;6;85;66102
400;9;6;85;64273
410;9;6;85;66842
420;9;6;85;67088
430;9;6;85;66668
440;9;6;85;66005
450;9;6;85;65553
460;9;6;85;65132
470;9;6;85;66694
480;9;6;85;66202
490;9;6;85;67185
500;9;6;85;66183
510;9;6;85;67167
520;9;6;85;66109
530;9;6;85;65561
540;9;6;84;66987
550;9;6;85;66073
560;9;6;85;66813
570;9;6;85;66342
580;9;6;85;66697
590;9;6;85;65411
600;9;6;85;66677
610;9;6;85;65422
620;9;6;85;66219
630;9;6;85;66712
640;9;6;85;65086
650;9;6;85;66399
660;9;6;85;65309
670;9;6;85;66387
680;9;6;85;66726
690;9;6;85;66478
700;9;6;85;66735
710;9;6;85;66733
720;9;6;85;63514
730;9;6;85;64182
740;9;6;85;64127
750;9;6;85;64922
760;9;6;86;63903
770;9;6;85;64066
780;9;6;85;65540
790;9;6;86;63044
800;9;6;85;64412
810;9;6;85;64929
820;9;6;85;65557
830;9;6;85;65219
840;9;6;85;65397
850;9;6;85;64712
860;9;6;86;62909
870;9;6;85;64426
880;9;6;85;64678
890;9;6;85;64583
900;9;6;85;65080
910;9;6;85;65067
920;9;6;85;63440
930;9;6;86;63132
940;9;6;85;64672
950;9;6;85;65012
960;9;6;85;65308
970;9;6;86;61078
980;8;5;87;58046
990;8;5;86;60413
1000;9;6;86;62641
1010;9;6;85;65447
1020;9;6;85;64308
1030;9;6;85;64473
1040;10;6;84;64909
1050;9;6;85;64442
1060;9;6;85;64090
1070;9;6;86;62822
1080;9;6;85;65131
1090;9;6;85;64703
1100;9;6;85;65287
1110;9;6;85;63909
1120;9;6;85;64718
1130;9;6;85;64279
1140;9;6;85;63164
1150;9;6;85;65030
1160;9;6;85;64200
1170;9;6;85;64678
1180;9;6;85;64216
1190;9;6;85;64339
1200;9;6;85;65114
1210;8;5;86;62190
1220;9;6;85;65233
1230;9;6;85;64471
1240;9;6;86;64293
1250;9;6;85;63878
1260;9;6;85;65790
1270;9;6;85;64764
1280;9;6;86;63390
1290;9;6;85;63746
1300;9;6;86;63173
1310;9;5;86;62250
1320;9;5;86;61962
1330;9;5;86;61243
1340;8;6;86;62222
1350;8;5;86;60484
1360;8;6;86;63091
1370;9;5;86;61963
1380;9;5;86;62713
1390;8;5;86;62094
1400;8;5;86;62991
1410;8;5;86;59761
1420;8;5;86;62189
1430;8;5;86;62357
1440;9;6;86;63358
1450;9;5;86;63907
1460;9;6;86;63151
1470;8;5;86;61104
1480;8;5;86;61500
1490;9;6;86;63097
1500;9;5;86;62609
1510;8;6;86;62755
1520;9;6;86;62056
1530;9;5;86;62799
1540;9;6;86;62643
1550;8;5;86;59756
1560;8;5;86;61935
1570;8;5;86;60813
1580;9;5;86;61744
1590;9;6;86;63609
1600;8;6;86;62382
1610;9;5;86;62260
1620;8;5;86;60487
1630;9;5;86;61222
1640;8;5;86;60651
1650;8;5;87;60155
1660;9;5;86;61447
1670;8;5;86;59812
1680;8;5;86;61174
1690;8;5;86;60892
1700;9;5;86;61592
1710;9;6;86;63519
1720;9;5;86;61537
1730;8;5;86;60743
1740;9;6;86;63473
1750;8;5;86;60159
1760;9;5;86;62152
1770;9;5;86;61909
1780;8;5;87;58276
1790;9;6;86;62756
1800;9;5;86;61411
1810;9;5;86;61667
1820;8;5;86;61571
1830;9;5;86;63155
1840;9;6;86;62427
1850;9;5;86;62919
1860;8;5;86;62221
1870;9;5;86;60772
1880;8;5;86;60431
1890;9;6;86;62768
1900;9;5;86;62430
1910;9;5;86;62335
1920;8;5;86;61974
1930;9;5;86;62849
1940;8;5;86;61133
1950;8;5;86;60562
1960;9;5;86;61776
1970;8;5;86;61312
1980;9;6;85;62401
1990;8;5;86;60491
2000;8;5;86;61688
2010;8;5;86;60622
2020;8;5;86;60479
2030;8;5;86;61904
2040;9;5;86;61819
2050;9;5;86;61288
2060;8;5;86;61338
2070;8;5;86;60935
2080;9;6;86;63907
2090;8;5;86;61301
2100;9;5;86;62083
2110;9;5;86;62074
2120;9;5;86;62250
2130;9;5;86;61930
2140;9;6;86;62702
2150;9;5;86;61916
2160;8;5;86;60126
2170;8;5;86;61807
2180;9;5;86;61149
2190;9;5;86;62357
2200;9;5;86;62040
2210;9;5;86;61980
2220;8;5;86;60896
2230;8;5;86;59992
2240;9;5;86;62657
2250;9;5;86;62192
2260;8;5;86;61729
2270;9;5;86;61985
2280;9;5;86;61870
2290;9;5;86;62201
2300;8;5;86;59974
2310;9;5;86;62162
2320;9;6;86;62621
2330;9;5;86;62389
2340;9;6;85;62743
2350;8;6;86;61815
2360;9;6;86;62510
2370;8;5;86;59682
2380;8;5;86;60611
2390;9;5;86;61526
2400;8;5;86;59504
2410;8;5;86;60268
2420;9;5;86;60858
2430;8;5;87;59008
2440;8;5;86;60106
2450;9;6;86;63198
2460;9;5;86;61866
2470;9;5;86;61328
2480;9;6;85;62821
2490;9;5;86;61936
2500;8;5;86;59287
2510;9;5;86;60866
2520;9;6;85;63476
2530;9;5;86;61665
2540;9;6;86;62419
2550;9;5;86;62168
2560;9;5;86;61465
2570;8;5;86;59905
2580;9;6;86;63441
2590;9;6;85;64158
2600;9;6;85;63791
2610;9;6;85;65543
2620;9;6;85;64334
2630;9;6;85;64108
2640;9;6;86;62638
2650;9;6;86;63415
2660;9;6;85;63728
2670;9;6;86;63586
2680;9;6;86;63364
2690;9;6;85;63463
2700;9;6;85;64835
2710;9;5;86;62265
2720;9;6;85;64562
2730;9;6;85;64290
2740;9;6;86;64179
2750;9;6;85;65198
2760;9;6;85;63938
2770;8;5;86;61744
2780;8;5;88;54640
2790;8;5;86;59909
2800;9;6;86;64400
2810;9;6;85;64123
2820;9;6;85;64637
2830;9;6;86;63904
2840;10;7;84;65079
2850;9;6;86;62442
2860;9;6;85;64346
2870;9;6;85;64578
2880;9;6;85;65053
2890;9;6;85;63388
2900;9;6;86;63562
2910;9;6;85;64029
2920;9;6;86;62717
2930;9;6;85;64462
2940;9;6;86;63414
2950;9;5;86;63539
2960;9;6;85;63815
2970;9;6;86;63405
2980;9;6;86;63398
2990;9;6;86;62407
3000;9;6;85;64374
3010;9;6;85;64223
3020;9;6;85;64745
3030;9;6;86;63349
3040;9;6;85;63780
3050;9;6;85;63988
3060;9;6;86;62217
3070;9;6;85;64445
3080;9;6;86;63231
3090;9;6;85;63975
3100;9;6;85;63995
3110;8;6;86;62741
3120;9;6;85;64359
3130;9;5;86;62246
3140;9;6;85;65047
3150;9;6;85;64184
3160;9;6;85;64381
3170;9;6;85;63655
3180;9;6;85;63783
3190;9;6;85;64014
3200;9;5;86;62629
3210;9;6;85;63795
3220;9;6;86;63503
3230;9;6;85;64386
3240;9;6;85;63707
3250;9;6;85;63999
3260;9;6;85;63635
3270;9;6;86;62406
3280;9;6;86;64050
3290;9;6;86;63703
3300;9;6;86;63330
3310;9;6;85;64149
3320;9;5;86;63566
