duration in sec;user;system;idle;context switch
10;0;0;99;5
60;4;2;94;24498
70;21;5;73;57772
80;9;6;85;68176
90;9;6;85;67901
100;9;6;85;67884
110;9;6;85;68332
120;9;6;85;67709
130;9;6;85;67782
140;8;6;86;67139
150;9;6;85;66325
160;9;6;85;67224
170;9;6;86;65554
180;9;6;86;66914
190;8;6;86;66861
200;9;6;85;66882
210;9;6;85;66736
220;9;6;85;66294
230;8;6;86;65396
240;9;6;85;67020
250;9;6;85;67325
260;9;6;85;67448
270;8;6;85;67181
280;9;6;85;67023
290;9;6;85;65778
300;9;6;85;67988
310;9;6;85;67002
320;9;6;85;67015
330;9;6;85;67143
340;9;6;85;66902
350;8;6;85;66730
360;8;5;87;59473
370;8;5;87;60168
380;9;6;85;67091
390;9;6;85;67383
400;9;6;85;67290
410;9;6;85;67305
420;9;6;85;67212
430;9;6;86;65595
440;9;7;84;67167
450;8;6;86;66457
460;9;6;85;67085
470;8;6;85;66997
480;9;6;85;66796
490;8;6;86;64402
500;9;6;85;67658
510;9;6;85;66656
520;9;6;85;67609
530;9;6;85;66829
540;9;6;85;66965
550;8;6;86;65634
560;9;6;85;65875
570;9;6;85;67082
580;9;6;85;67098
590;9;6;85;67049
600;9;6;85;67068
610;9;6;85;67131
620;8;6;86;65373
630;9;6;85;66911
640;8;6;86;64318
650;9;6;85;66686
660;9;6;85;67414
670;9;6;85;66661
680;8;6;86;64555
690;9;6;85;67636
700;9;6;85;66372
710;9;6;85;66071
720;9;6;85;66286
730;9;6;85;67052
740;9;6;85;67046
750;8;6;86;65594
760;9;6;85;67291
770;9;6;85;67218
780;9;6;85;67843
790;9;6;85;66549
800;9;6;85;66839
810;8;6;86;65338
820;8;6;86;64655
830;8;6;86;64002
840;8;6;86;64475
850;8;6;86;64118
860;8;6;86;64131
870;8;6;86;63882
880;8;6;86;64115
890;8;6;86;64339
900;8;6;86;64936
910;8;6;86;63681
920;8;6;86;64933
930;8;6;86;64439
940;8;6;86;65865
950;8;6;86;63311
960;9;6;86;64725
970;8;6;86;65004
980;8;6;86;65326
990;8;6;86;64929
1000;8;6;86;63926
1010;8;6;86;64882
1020;8;6;86;63978
1030;8;6;86;64193
1040;8;6;86;64452
1050;8;6;86;65423
1060;8;6;86;64946
1070;8;6;86;64585
1080;8;6;86;64624
1090;8;6;86;62341
1100;8;6;86;64793
1110;8;6;86;64325
1120;8;6;86;64494
1130;8;6;86;65013
1140;8;6;86;64644
1150;8;6;86;63982
1160;8;6;86;63818
1170;8;6;86;64154
1180;8;6;86;65011
