duration in sec;user;system;idle;context switch
10;1;0;99;3
20;0;0;99;1194
40;2;1;97;12603
50;6;4;89;48453
60;9;6;85;66155
70;9;6;85;66216
80;9;6;86;65947
90;9;6;85;65566
100;9;6;86;64969
110;9;6;86;63286
120;9;6;86;65097
130;8;6;86;64513
140;8;6;86;65188
150;8;6;86;63968
160;9;6;85;65720
170;8;6;86;64127
180;8;6;86;65091
190;9;6;86;65323
200;9;6;85;66183
210;8;6;86;62744
220;9;6;86;65247
230;9;6;86;66378
240;9;6;85;65484
250;8;6;86;64859
260;9;6;85;65362
270;9;6;86;63910
280;9;6;86;65952
290;9;6;86;64984
300;8;6;86;64132
310;9;6;86;64799
320;9;6;86;65135
330;9;6;85;65899
340;8;6;86;65076
350;9;6;85;66963
360;9;6;85;67440
370;9;6;85;66028
380;9;6;85;66688
390;9;6;85;66857
400;9;6;85;65177
410;9;6;85;67342
420;9;6;85;67450
430;9;6;85;66793
440;9;6;85;66612
450;9;6;85;66036
460;9;6;85;66606
470;8;6;86;64938
480;9;6;85;67147
490;9;6;85;66295
500;9;6;85;66788
510;9;6;85;66495
520;9;6;85;66321
530;8;6;86;64499
540;9;6;85;67187
550;9;6;85;66585
560;9;6;85;66431
570;9;6;85;66371
580;9;6;85;66325
590;9;6;85;67468
600;9;6;86;65157
610;9;6;85;66638
620;9;6;85;66171
630;9;6;85;66904
640;9;6;85;65713
650;9;6;85;65704
660;9;6;86;64076
670;9;6;85;67446
680;9;6;85;66149
690;9;6;85;66713
700;9;6;85;66713
710;9;6;85;66820
720;9;6;85;65619
730;8;6;86;63691
740;9;6;85;64197
750;9;6;85;64605
760;8;6;86;64574
770;9;6;86;64281
780;9;6;86;64947
790;8;6;86;63765
800;9;6;86;64565
810;8;6;86;65074
820;9;6;85;64902
830;8;6;86;65344
840;9;6;85;65025
850;8;6;86;65330
860;8;6;86;63316
870;8;6;86;64111
880;9;6;86;64456
890;8;6;86;64700
900;9;6;86;64495
910;9;6;86;64757
920;8;6;86;65448
930;8;6;86;62388
940;8;6;86;64523
950;9;6;86;65259
960;9;6;86;65796
970;8;6;86;63712
980;8;5;87;58359
990;7;5;88;57438
1000;8;6;86;63479
1010;8;6;86;64343
1020;9;6;86;64841
1030;8;6;86;64266
1040;8;6;86;65140
1050;8;6;86;64650
1060;9;6;85;64636
1070;8;6;86;63462
1080;8;6;86;63883
1090;8;6;86;65663
1100;9;6;85;64579
1110;8;6;86;64712
1120;8;6;86;63990
1130;8;6;86;64759
1140;8;6;86;63675
1150;9;6;86;65567
1160;9;6;86;65046
1170;8;6;86;64747
1180;9;6;86;64402
1190;8;6;86;64012
1200;9;6;85;66045
1210;8;5;86;61870
1220;9;6;86;65379
1230;9;6;86;64870
1240;8;6;86;64525
1250;9;6;86;64077
1260;8;6;86;63948
1270;8;6;86;65426
1280;9;6;86;63737
1290;8;6;86;64055
1300;8;6;86;64014
1310;8;5;86;61850
1320;8;6;86;63544
1330;8;5;87;60131
1340;8;6;86;62887
1350;8;5;87;59487
1360;8;6;86;63070
1370;8;6;86;63200
1380;8;5;86;61552
1390;8;6;86;62628
1400;8;6;86;62036
1410;8;6;86;62001
1420;8;5;87;60121
1430;8;5;86;62360
1440;8;6;86;63169
1450;8;6;86;63510
1460;9;6;86;64168
1470;8;6;86;62602
1480;8;5;87;60783
1490;8;6;87;61665
1500;8;6;86;62864
1510;8;6;86;62369
1520;8;6;86;62832
1530;8;6;86;62896
1540;8;6;86;62682
1550;8;5;86;61078
1560;8;6;86;62072
1570;8;5;87;60558
1580;8;6;86;62558
1590;8;6;86;63011
1600;8;6;86;63373
1610;8;6;86;62318
1620;8;5;87;61014
1630;8;5;87;60888
1640;8;6;86;60877
1650;8;5;87;61012
1660;8;6;86;62278
1670;8;5;87;59415
1680;8;6;87;61240
1690;8;6;86;61574
1700;8;6;86;62062
1710;8;6;86;62814
1720;8;6;86;62693
1730;8;6;87;61323
1740;8;6;87;61284
1750;8;6;87;60790
1760;8;6;86;63043
1770;8;6;86;62572
1780;8;5;87;58357
1790;8;6;86;62071
1800;8;6;86;61986
1810;8;6;86;61947
1820;9;6;86;61093
1830;8;6;86;62703
1840;8;6;86;62907
1850;8;6;86;62093
1860;8;6;86;62739
1870;8;6;87;61747
1880;8;6;86;62605
1890;8;5;87;60201
1900;8;6;86;62746
1910;8;6;86;61607
1920;8;5;87;62053
1930;8;5;86;61680
1940;8;6;86;61375
1950;8;5;87;60765
1960;8;5;87;61673
1970;8;6;86;62424
1980;8;5;86;61947
1990;8;5;87;61437
2000;8;6;86;61055
2010;8;5;87;61039
2020;8;5;87;60019
2030;8;6;86;62515
2040;8;6;86;61918
