duration in sec;user;system;idle;context switch
10;1;0;99;1
30;2;1;97;16438
40;9;5;86;63712
50;12;7;81;85967
60;12;7;81;86131
70;12;7;81;86315
80;12;7;81;86988
90;12;6;82;83826
100;12;7;82;85618
110;12;7;82;85017
120;12;6;82;84175
130;12;6;82;84041
140;11;6;82;82480
150;12;7;82;84575
160;12;7;82;84458
170;12;7;82;84185
180;12;7;82;84760
190;12;7;82;84261
200;11;6;82;82824
210;12;7;82;84683
220;11;7;82;83887
230;12;7;81;85514
240;12;7;82;84067
250;12;7;82;84330
260;12;7;82;83035
270;11;6;82;81749
280;12;6;82;84002
290;12;7;82;84021
300;12;6;82;84252
310;12;7;82;84398
320;12;7;82;84522
330;11;6;82;82079
340;11;7;82;83952
350;12;7;82;84147
360;12;7;82;85002
370;12;6;82;84409
380;12;7;81;85281
390;12;7;82;84278
400;11;6;82;81439
410;12;7;82;84383
420;11;6;82;83288
430;12;7;82;85261
440;12;7;82;84852
450;11;6;82;83842
460;11;6;82;83114
470;12;7;82;84695
480;11;6;82;81872
490;12;7;82;84244
500;12;6;82;83246
510;12;6;82;83330
520;12;6;82;84295
530;11;6;82;81944
540;11;6;82;83213
550;11;6;82;83470
560;12;7;82;85282
570;11;7;82;84571
580;12;6;82;84460
590;11;6;82;82309
600;11;6;82;83679
610;12;7;82;84738
620;12;6;82;84386
630;11;6;82;84015
640;12;6;82;84721
650;11;6;82;83447
660;11;6;82;81928
670;11;7;82;83946
680;12;6;82;84244
690;12;7;82;83776
700;12;7;82;84489
710;12;6;82;84750
720;11;6;82;81943
730;11;6;82;83576
740;12;6;82;84424
750;10;6;84;75185
760;10;6;84;74960
770;11;6;83;82410
780;11;6;83;81740
790;11;6;83;80162
800;11;6;82;83015
810;11;6;83;81410
820;11;6;82;82764
830;11;6;82;82924
840;12;7;81;82224
850;11;6;82;82276
860;11;6;83;79854
870;11;6;82;82561
880;11;6;83;81949
890;11;6;83;81829
900;11;6;83;82304
910;11;6;82;83068
920;11;6;83;80908
930;11;6;83;79792
940;11;6;83;80733
950;11;6;83;81517
960;11;6;83;81566
970;11;6;82;82136
980;11;6;82;82649
990;11;6;83;80990
1000;11;6;83;79952
1010;11;6;83;81202
1020;11;6;83;81699
1030;11;6;83;82481
1040;11;6;82;82108
1050;11;6;82;81141
1060;11;6;82;81939
1070;11;6;83;78988
1080;11;6;82;81456
1090;11;6;83;81214
1100;11;6;83;82690
1110;11;6;83;81186
1120;11;6;83;81391
1130;11;6;83;81824
1140;11;6;83;79587
1150;11;6;83;81176
1160;11;6;83;80557
1170;11;6;83;80933
1180;11;6;83;81807
1190;11;6;82;82329
1200;11;6;83;81932
1210;11;6;83;78899
1220;11;6;83;81339
1230;12;6;82;81788
1240;11;6;83;81787
1250;11;6;83;80514
1260;11;6;83;81528
1270;11;6;83;81054
1280;11;6;83;78178
1290;11;6;82;81767
1300;11;6;83;79307
1310;11;6;82;82088
1320;11;6;83;79853
1330;11;6;83;80774
1340;11;6;83;81121
1350;11;6;83;78860
1360;11;6;82;81555
1370;11;6;82;82642
1380;11;6;83;81899
1390;11;6;83;81065
1400;11;6;83;81036
1410;11;6;82;81781
1420;11;6;83;79769
1430;11;6;83;80554
1440;11;6;83;81426
1450;11;6;83;81516
1460;11;6;83;80649
1470;11;6;83;80177
1480;11;6;83;80627
1490;11;6;83;81346
1500;11;6;83;80503
1510;11;6;82;82128
1520;11;6;83;81542
1530;11;6;83;81079
1540;11;6;83;80669
1550;11;6;83;81855
1560;11;6;83;80176
1570;11;6;83;80290
1580;11;6;83;81103
1590;12;6;82;81571
1600;11;6;83;80627
1610;11;6;83;81500
1620;11;6;83;82131
1630;11;6;83;79678
1640;11;6;83;82110
1650;11;6;82;82019
1660;11;6;83;81109
1670;11;6;82;81422
1680;11;6;82;82109
1690;11;6;82;82376
1700;11;6;83;79932
1710;11;6;83;81686
